horizon_yr,bond,V0,E_V_Th,MC_SE_V,E_ratio_V_over_V0,MC_SE_ratio,ann_bond_return_cc,ann_bank_return_cc,ann_avg_short_rate_realized,abs_diff_bond_bank_bp,abs_diff_bond_rbar_bp,EM,MC_SE_M,ratio_V_over_M,MC_SE_ratio_V_over_M
1.0,A,99.66549549390345,103.49887372154458,0.006183358904130846,1.0384624408742906,6.204111938127155e-05,0.0377411969725271,0.03780056407358588,0.03778999346186022,0.5936710105878401,0.4879648933311942,1.0385240932090058,4.775459291584729e-05,0.999982920489218,9.955878955583156e-05
1.0,B,101.94463507731699,105.85942053361218,0.015002665678355478,1.038401093430038,0.00014716483772762672,0.037682119962163044,0.03780056407358588,0.03778999346186022,1.184441114228385,1.0787349969717392,1.0385240932090058,4.775459291584729e-05,0.9999529703818868,0.0001795814226979471
2.0,A,99.66549549390345,107.57796511774457,0.00042210518857814614,1.0793902602363035,4.235218883790794e-06,0.03819815392451227,0.03824732055984603,0.038215662245481286,0.4916663533376109,0.17508320969014668,1.0794964054296357,0.0001215008116485443,1.000024007938714,0.00010872040540665104
2.0,B,101.94463507731699,110.02961822971804,0.016864912010703056,1.0793075883421352,0.0001654320700438267,0.03815985681208263,0.03824732055984603,0.038215662245481286,0.8746374776340271,0.5580543339865629,1.0794964054296357,0.0001215008116485443,1.0000725444708682,0.00024563707012790624
5.0,A,99.66549549390345,121.12869268130548,0.028551077754710778,1.2153523351390445,0.00028646902935888427,0.03900680450458931,0.039048675502198066,0.03895827379495961,0.418709976087589,0.4853070962970024,1.2156068018486446,0.00036563885355586585,1.000024007938714,0.000108720405406651
5.0,B,101.94463507731699,123.83209315082557,0.015258272283889302,1.2146994597303593,0.00014967214579087072,0.03889933758955939,0.039048675502198066,0.03895827379495961,1.4933791263867235,0.5893620540021322,1.2156068018486446,0.00036563885355586585,1.0003006315153236,0.0003665954095105877
10.0,A,99.66549549390345,148.00418683566613,0.07193894729881448,1.4850092913521868,0.0007218039396915956,0.039542102903790864,0.039566327999532074,0.03942765326525312,0.24225095741209346,1.1444963853774608,1.4853690798525776,0.0007830777839498312,1.000024007938714,0.000108720405406651
10.0,B,101.94463507731699,151.1048882615841,0.015974373759398988,1.4822250150484422,0.0001566965612980387,0.039354434736507383,0.039566327999532074,0.03942765326525312,2.1189326302469,0.7321852874573459,1.4853690798525776,0.0007830777839498312,1.0001316033071455,0.000429136940718087
