dt,a_dt,conditional_mu_em,conditional_mu_exact,mu_error_abs,mu_error_bp,leading_mu_term_bp,conditional_var_em,conditional_var_exact,var_error_abs,var_error_rel,leading_var_term_abs
0.08333333333333333,0.041666666666666664,-0.002683333333333337,-0.0026857304799055904,-2.397146572253369e-06,-0.02397146572253369,-0.024305555555555587,8.333333333333334e-06,7.995558537067671e-06,-3.377747962656626e-07,-0.040532975551879506,-3.4722222222222224e-07
