T_yr,P_market,P_analytic,P_simulated,z_market_pct,z_analytic_pct,z_simulated_pct,err_sim_vs_market_bp,err_sim_vs_analytic_bp,err_an_vs_market_bp
0.25,0.9907856930545922,0.9908187195421029,0.9908119152051875,3.7028085050707475,3.6894752737542227,3.692222238519934,-1.0586266550813295,0.27469647657117624,-1.3333231316525058
0.5,0.9817878356487163,0.9818494441955945,0.9818334055866533,3.6760094562859056,3.6634595729585127,3.6667266196597263,-0.9282836626179486,0.3267046701213583,-1.2549883327393068
1.0,0.9649715333397665,0.9650792482302916,0.9650509680003148,3.565667720803468,3.554505849658369,3.5574362457260555,-0.8231475077412342,0.29303960676865803,-1.1161871145098923
2.0,0.9296466713209661,0.9298133894702654,0.9298017579204825,3.6475344167385195,3.638568472631334,3.6391939541885994,-0.8340462549920324,0.06254815572655226,-0.8965944107185847
3.0,0.8963572536739604,0.8965548156503439,0.8965508121511051,3.6472074952296665,3.639861458185117,3.640010306052814,-0.7197189176852414,0.014884786769669978,-0.7346037044549114
5.0,0.8285588794194672,0.8287746580813952,0.8288118786080843,3.7613475429172727,3.756139691672734,3.755241505644517,-0.6106037272755188,-0.08981860282163134,-0.5207851244538875
7.0,0.7575815642866413,0.7577900127019209,0.7579728733526188,3.966058168132684,3.9621279973838117,3.9586811587698354,-0.7377009362848769,-0.3446838613976183,-0.39301707488725857
10.0,0.6563174600434178,0.6565024146257425,0.6565891521324895,4.2111067410283995,4.20828907217501,4.206967953236028,-0.4138787792372367,-0.13211189389822353,-0.2817668853390132
