t_yr,f_pct,dfdt_pct_per_yr,drift_term_pct,convexity_term_bp,theta_pct
0.08333333333333333,3.734183914732659,-0.5647573739144067,1.8670919573663296,0.07995558537067671,1.3031341393056295
0.16666666666666666,3.687120800239792,-0.5647573739144067,1.843560400119896,0.15351827510938587,1.280338208956583
0.25,3.6400576857469247,0.07322177403311647,1.8200288428734623,0.22119921692859512,1.8954626090758646
0.3333333333333333,3.6461595002496843,0.07322177403311647,1.8230797501248421,0.28346868942621073,1.8991362110522207
0.41666666666666663,3.652261314752444,0.07322177403311647,1.826130657376222,0.3407593697995563,1.9027600251073342
0.5,3.6583631292552035,-0.8121485757366959,1.8291815646276017,0.3934693402873666,1.0209676822937797
0.5833333333333333,3.5906840812771454,-0.8121485757366959,1.7953420406385727,0.4419648542299529,0.9876131134441765
0.6666666666666666,3.523005033299088,-0.8121485757366959,1.761502516649544,0.486582880967408,0.9542197697225221
0.75,3.45532598532103,-0.8121485757366959,1.727662992660515,0.5276334472589853,0.9207907513964088
0.8333333333333333,3.387646937342972,-0.8121485757366959,1.693823468671486,0.5654017914929217,0.8873289108497192
0.9166666666666666,3.319967889364914,-0.8121485757366959,1.659983944682457,0.6001503456551527,0.8538368724023125
1.0,3.252288841386856,0.9542245425734314,1.626144420693428,0.6321205588285578,2.586690168855145
1.0833333333333333,3.331807553267975,0.9542245425734314,1.6659037766339875,0.6615345748932577,2.6267436649563516
1.1666666666666665,3.411326265149094,0.9542245425734314,1.705663132574547,0.6885967760854023,2.6667736429088325
1.25,3.4908449770302137,0.9542245425734314,1.7454224885151068,0.7134952031398099,2.7067819831199365
1.3333333333333333,3.570363688911333,0.9542245425734314,1.7851818444556664,0.7364028618842733,2.7467704156479407
1.4166666666666665,3.649882400792452,0.9542245425734314,1.824941200396226,0.7574789253643514,2.786740532223301
1.5,3.7294011126735716,0.9542245425734314,1.8647005563367858,0.7768698398515703,2.826693797308733
1.5833333333333333,3.8089198245546907,0.9542245425734314,1.9044599122773453,0.7947103424200908,2.8666315582749777
1.6666666666666665,3.88843853643581,0.9542245425734314,1.944219268217905,0.8111243971624381,2.906555054762961
1.75,3.9679572483169294,0.9542245425734314,1.9839786241584647,0.8262260565495549,2.9464654272973916
1.8333333333333333,4.047475960198049,0.9542245425734314,2.0237379800990243,0.8401202539203061,2.9863637252116586
1.9166666666666665,4.126994672079168,0.9542245425734314,2.063497336039584,0.8529035326070231,3.026250913939086
2.0,4.206513383960287,-1.1199194634966534,2.1032566919801434,0.8646647167633873,0.9919838756511241
2.083333333333333,4.113186762002233,-1.1199194634966534,2.0565933810011163,0.8754855285558771,0.9454287727900218
2.1666666666666665,4.0198601400441785,-1.1199194634966534,2.0099300700220892,0.8854411560073124,0.898865018085509
2.25,3.9265335180861243,-1.1199194634966534,1.9632667590430621,0.8946007754381358,0.85229330330079
2.333333333333333,3.8332068961280696,-1.1199194634966534,1.9166034480640348,0.903028032135595,0.8057142648887375
2.4166666666666665,3.7398802741700146,-1.1199194634966534,1.8699401370850073,0.9107814825907399,0.7591284884142614
2.5,3.6465536522119604,-1.1199194634966534,1.8232768261059802,0.9179150013761013,0.7125365126230879
2.583333333333333,3.553227030253906,-1.1199194634966534,1.776613515126953,0.9244781554912263,0.665938833185212
2.6666666666666665,3.4599004082958515,-1.1199194634966534,1.7299502041479258,0.9305165487771986,0.6193359061390445
2.75,3.366573786337797,-1.1199194634966534,1.6832868931688985,0.9360721387932924,0.5727281510601779
2.833333333333333,3.273247164379743,-1.1199194634966534,1.6366235821898716,0.9411835283575701,0.5261159539767939
2.9166666666666665,3.179920542421688,-1.1199194634966534,1.589960271210844,0.9458862337771785,0.47949967005196253
3.0,3.086593920463634,0.8459636939850481,1.543296960231817,0.950212931632136,2.3987627835331864
3.083333333333333,3.1570908949623875,0.8459636939850481,1.5785454474811937,0.9541936858273786,2.4340510783245155
3.1666666666666665,3.227587869461142,0.8459636939850481,1.613793934730571,0.9578561564907236,2.469336190280526
3.25,3.298084843959896,0.8459636939850481,1.649042421979948,0.9612257921682781,2.504618373886679
3.333333333333333,3.36858181845865,0.8459636939850481,1.684290909229325,0.9643260066527476,2.5398978632809004
3.4166666666666665,3.4390787929574036,0.8459636939850481,1.7195393964787018,0.9671783416733369,2.575174873880483
3.5,3.509575767456158,0.8459636939850481,1.754787883728079,0.9698026165776816,2.610449603878904
3.583333333333333,3.5800727419549117,0.8459636939850481,1.7900363709774558,0.9722170660458758,2.6457222356229626
3.6666666666666665,3.6505697164536657,0.8459636939850481,1.8252848582268328,0.9744384667934927,2.680992936879816
3.75,3.7210666909524197,0.8459636939850481,1.8605333454762099,0.976482254143991,2.716261862002698
3.833333333333333,3.7915636654511737,0.8459636939850481,1.8957818327255869,0.9783626292805069,2.7515291530034403
3.9166666666666665,3.8620606399499278,0.8459636939850481,1.9310303199749639,0.9800926579222664,2.786794940539235
4.0,3.932557614448682,0.8459636939850481,1.966278807224341,0.9816843611112658,2.822059344820502
4.083333333333333,4.003054588947435,0.8459636939850481,2.0015272944737177,0.9831487987400525,2.8573224764461664
4.166666666666666,4.073551563446189,0.8459636939850481,2.0367757817230947,0.9844961464009908,2.892584437172153
4.25,4.144048537944944,0.8459636939850481,2.072024268972472,0.9857357660910009,2.92784532061843
4.333333333333333,4.214545512443698,0.8459636939850481,2.107272756221849,0.9868762712630591,2.963105212919528
4.416666666666666,4.2850424869424515,0.8459636939850481,2.1425212434712257,0.9879255866764671,2.998364193323039
4.5,4.355539461441206,0.8459636939850481,2.177769730720603,0.9888910034617578,3.033622334740269
