h,rh_mean_analytic,rh_mean_mc,rh_mean_err_bp,rh_sd_analytic,rh_sd_mc,forward_price_mean_analytic,forward_price_mean_mc,forward_price_mean_err_bp
1.0,0.03255385203821779,0.03255348576826555,-0.0036626995224275927,0.007950600976206501,0.007951462223267867,0.6801001337121834,0.6801006441595525,0.00510447369150846
2.0,0.04214504911978162,0.042144844441376665,-0.0020467840495391743,0.009298734950321937,0.009341526859243334,0.7058751567462924,0.7058765249587418,0.013682124493374914
5.0,0.04795372667428756,0.04795384053651902,0.001138622314628135,0.009966253323094464,0.009976308214956587,0.7918742624839632,0.791874363916745,0.0010143278184049365
