h,level,Vasicek_VaR_pct,HullWhite_VaR_pct,VaR_abs_diff_bp,VaR_rel_diff_pct,Vasicek_ES_pct,HullWhite_ES_pct,ES_abs_diff_bp,ES_rel_diff_pct
1.0,0.95,-1.1724359461538132,-0.9648579547546092,20.757799139920397,-17.70484708185257,-0.49902675984836625,-0.30835579716459643,19.067096268376982,-38.208564755466604
1.0,0.99,-0.07359899925162822,0.10097546750438824,17.457446675601645,-237.19679415634766,0.4652812618124814,0.6328838307820548,16.760256896957337,36.02177494032005
2.0,0.95,-4.701935865147876,-4.351165676802188,35.07701883456882,-7.460122775082906,-3.89358221819686,-3.5641120274207556,32.94701907761044,-8.46187835038665
2.0,0.99,-3.3827925384101287,-3.0732760322942623,30.951650611586643,-9.149733618052007,-2.7369762295312285,-2.436586236041311,30.038999348991744,-10.975250360189145
5.0,0.95,-17.789804713909028,-17.05692155891476,73.28831549942691,-4.119680720391841,-16.878451917400504,-16.17213922152841,70.63126958720929,-4.184700701987567
5.0,0.99,-16.302576284266713,-15.620354129915818,68.2222154350896,-4.1847505722717875,-15.574489531961506,-14.904623778746688,66.98657532148182,-4.301044678479764
