model,h,T_bond,level,P_now,VaR_price,ES_price,VaR_loss,ES_loss,VaR_pct,ES_pct
Hull-White,1.0,10.0,0.95,0.6565024146257425,0.6627944008525327,0.658475011414138,-0.006291986226790169,-0.001972596788395453,-0.009584102185484103,-0.003004706067257935
Hull-White,1.0,10.0,0.99,0.6565024146257425,0.6557119352159727,0.6522870792097577,0.0007904794097698398,0.004215335415984844,0.0012040769266941304,0.006420898571085856
Hull-White,2.0,10.0,0.95,0.6565024146257425,0.6849830663068298,0.6798050627216349,-0.028480651681087266,-0.02330264809589233,-0.043382402024101395,-0.035495144536789945
Hull-White,2.0,10.0,0.99,0.6565024146257425,0.6764920851263952,0.6723929019305858,-0.0199896705006527,-0.015890487304843215,-0.03044873873319776,-0.02420476597013284
Hull-White,5.0,10.0,0.95,0.6565024146257425,0.7683241272213931,0.7625036410306966,-0.11182171259565055,-0.10600122640495402,-0.17032947648699454,-0.1614635743044189
Hull-White,5.0,10.0,0.99,0.6565024146257425,0.7587795803662101,0.7541718871205787,-0.10227716574046752,-0.09766947249483615,-0.15579099705029031,-0.14877244975635825
