scenario,feller_ratio,scheme,max_rel_err_pct,mean_rel_err_pct,max_abs_bp,all_within_1pct
above,1.5,EM,0.042487858092762294,0.02672377374222186,3.512596837200732,True
above,1.5,exact,0.24301425550157071,0.10732516375100229,16.606934280105623,True
base,6.25,EM,0.013716202028600568,0.010122539251309463,1.1374897955873653,True
base,6.25,exact,0.0506365284107936,0.021610157821560963,4.171866725138917,True
below,0.7,EM,0.08113506102723014,0.06296753748155132,6.31250317333687,True
below,0.7,exact,0.21916247520204166,0.08870120128114349,15.182660890133981,True
boundary,1.0,EM,0.06364278023783607,0.04381802468698685,5.272880163083027,True
boundary,1.0,exact,0.15692741802872304,0.06545594933600074,10.79074632962973,True
