T,E_sim,E_ana,Var_sim,Var_ana,min_sim,max_sim,neg_sim
1.0,0.03833121734723168,0.038301714152804624,0.00015546987596323582,0.00015326960338759449,0.005843590372903526,0.09699634461130206,0.0
2.0,0.03908800464519071,0.03896993756471996,0.0002213420358009875,0.0002130197848710429,0.005629261533093912,0.12749878131119516,0.0
5.0,0.03976964342903859,0.03977016200385308,0.0002551768197198971,0.00025157464723800084,0.0055147866543981666,0.12671704034209255,0.0
10.0,0.04016338977486306,0.039981133748402564,0.0002583779178715103,0.0002557485167310163,0.0026156941652032816,0.15060631784678932,0.0
