T,E_sim,E_ana,Var_sim,Var_ana,min_sim,max_sim,neg_sim
1.0,0.03732146815222384,0.03792570898209119,0.0011447362954907533,0.0011314865121698585,-0.007966510085748425,0.22914529315911963,0.0344
2.0,0.038225973003825534,0.038463327418936724,0.00181077154940754,0.0017710382632062471,-0.011613341885696585,0.3705468206334966,0.0468
5.0,0.03915867023019744,0.0393752355515844,0.0025720545210593166,0.0024691863967542856,-0.012481209559528323,0.5585278853041462,0.0522
10.0,0.040508852328800284,0.03986059620856998,0.0026876769776899953,0.0026423948894841766,-0.009428874345005027,0.507874823556863,0.0544
