t,mean_em,mean_exact,mean_analytic,var_em,var_exact,var_analytic,mean_err_em_bp,mean_err_exact_bp
5.083333333333333,0.03963058089122414,0.03976500881959332,0.03977954181725279,0.0002585112347101467,0.000256017895365896,0.0002518133170765884,-1.489609260286462,-0.14532997659466584
5.166666666666666,0.039618156094885795,0.039784564267433015,0.039788538835375434,0.00025694832388324743,0.00025128184953873776,0.0002520376037454043,-1.7038274048963853,-0.03974567942419127
5.25,0.0395702234389977,0.03979728399292692,0.0397971686803041,0.0002539868367866591,0.0002517452573693678,0.0002522484654571287,-2.269452413063977,0.0011531262281844201
5.333333333333333,0.03953024747765069,0.039792990588439055,0.03980544633657616,0.0002555613129476978,0.0002514649207861529,0.0002524467916375329,-2.7519885892546974,-0.12455748137102374
5.416666666666666,0.03953075796262888,0.03977023356736318,0.03981338617720189,0.00025457179083781503,0.0002526102025449034,0.0002526334081059305,-2.8262821457301217,-0.4315260983871194
5.5,0.03959565329982918,0.039766174496260236,0.03982100198862122,0.00025424607787011104,0.0002530036734051843,0.0002528090818544594,-2.2534868879204444,-0.5482749236098566
5.583333333333333,0.039606234199901925,0.03971869894533056,0.039828306994641974,0.0002519263311414902,0.00024907579088657826,0.0002529745254577379,-2.220727947400483,-1.0960804931141321
5.666666666666666,0.03960902370978795,0.03973416552624141,0.039835313879401195,0.00024993503965660305,0.0002478901404857842,0.0002531304011419393,-2.262901696132441,-1.0114835315978148
5.75,0.03966489536459843,0.03972029238474462,0.03984203480938942,0.00025297810834171445,0.00024836218431046686,0.0002532773245400251,-1.7713944479098853,-1.2174242464479956
5.833333333333333,0.039662956544888446,0.03976737039887366,0.0398484814545761,0.0002528989808015069,0.00024932294315119506,0.00025341586815776296,-1.85524909687651,-0.8111105570243748
5.916666666666666,0.039664361338570146,0.03977499153167476,0.039854665008672886,0.0002533966531424282,0.0002497244763104911,0.0002535465645732011,-1.9030367010273996,-0.7967347699812388
6.0,0.03972177054903295,0.039742053429036917,0.03986059620856998,0.0002527551456214564,0.00024589489381185637,0.00025366990939048093,-1.388256595370313,-1.1854277953306236
6.083333333333333,0.03976532636031318,0.03991609554116,0.039866285352979286,0.00025406175825898244,0.00024811203878729487,0.00025378636396721334,-1.0095899266610724,0.49810188180711423
6.166666666666666,0.03983582000952157,0.039912420107749876,0.039871742320316664,0.0002582014739102679,0.00024797584403253776,0.0002538963579331286,-0.35922310795091783,0.40677787433211765
6.25,0.039852329274025086,0.03996585918723213,0.03987697658585446,0.00025797289646997467,0.0002517126946542718,0.00025400029151630523,-0.24647311829370522,0.8888260137767529
6.333333333333333,0.039871561105012755,0.03992289785836265,0.039881997238174025,0.00025775568768960917,0.00024879952753460325,0.0002540985376919987,-0.1043613316126929,0.40900620188626113
6.416666666666666,0.03988573514827577,0.03992178270625066,0.039886812994946765,0.0002565821171495446,0.00024981756706637367,0.00025419144416790273,-0.010778466709923662,0.34969711303893536
