T_yr,P_analytic,P_em,P_exact,MC_SE_em,MC_SE_exact,diff_em_vs_ana_bp,diff_exact_vs_ana_bp,diff_em_vs_exact_bp
1.0,0.962935725548997,0.962984684217205,0.9629729716737371,7.224657980651031e-05,7.261023059676954e-05,0.48958668207976785,0.3724612474009792,0.11712543467878866
2.0,0.9265402869768058,0.9266540359563645,0.9265598481624052,0.00016745829079868897,0.00016837772617444208,1.1374897955873653,0.1956118559942599,0.9418779395931054
5.0,0.8238848230854723,0.8239978287922897,0.8234676364129584,0.0003939241660038197,0.0003939645698708533,1.1300570681738176,-4.171866725138917,5.301923793312735
10.0,0.6764021370335171,0.6763384679921466,0.6762004006411104,0.0005595492735583999,0.0005562703991376047,-0.6366904137056206,-2.0173639240672614,1.3806735103616408
